Stock_ID,Stock_Name,Stock_Industry,Stock_Industry_Prev,Stock_Market,Stock_Code,Total_Value,Total_Value_Prev
603178,圣龙股份,汽车零部件,,CN,sh603178,10127884982.04,0
603179,新泉股份,汽车零部件,,CN,sh603179,25383559669.390003,0
603180,金牌厨柜,装修建材,,CN,sh603180,4107860767.66,0
603181,皇马科技,塑料制品,,CN,sh603181,6593440000.0,0
603182,嘉华股份,食品饮料,,CN,sh603182,2481414000.0,0
603183,建研院,专业服务,,CN,sh603183,2415047267.82,0
603185,弘元绿能,光伏设备,,CN,sh603185,20772432892.75,0
603186,华正新材,电子元件,,CN,sh603186,5396453226.0,0
603187,海容冷链,通用设备,,CN,sh603187,6364773212.669999,0
603188,亚邦股份,化学制品,,CN,sh603188,2303486800.0,0
603189,网达软件,软件开发,,CN,sh603189,3940796862.3799996,0
603190,亚通精工,汽车零部件,,CN,sh603190,3918000000.0,0
603191,望变电气,电网设备,,CN,sh603191,5170758156.639999,0
603192,汇得科技,化学制品,,CN,sh603192,2808000006.75,0
603193,润本股份,美容护理,,CN,sh603193,7112750460.119999,0
603195,公牛集团,家电行业,,CN,sh603195,86291245937.73,0
603196,日播时尚,纺织服装,,CN,sh603196,3339142321.48,0
603197,保隆科技,汽车零部件,,CN,sh603197,12800566880.460001,0
603198,迎驾贡酒,酿酒行业,,CN,sh603198,61040000000.0,0
603199,九华旅游,旅游酒店,,CN,sh603199,2958476400.0,0
603200,上海洗霸,环保行业,,CN,sh603200,3285164693.16,0
603201,常润股份,汽车零部件,,CN,sh603201,2875180220.64,0
603203,快克智能,专用设备,,CN,sh603203,7210741710.26,0
603206,嘉环科技,通信服务,,CN,sh603206,5698083775.960001,0
603208,江山欧派,装修建材,,CN,sh603208,5919339038.339999,0
603209,兴通股份,航运港口,,CN,sh603209,4572399999.999999,0
603211,晋拓股份,汽车零部件,,CN,sh603211,4392417280.0,0
603212,赛伍技术,光伏设备,,CN,sh603212,6991451206.04,0
603213,镇洋发展,化学原料,,CN,sh603213,4956720000.0,0
603214,爱婴室,商业百货,,CN,sh603214,2380356895.84,0
603215,比依股份,家电行业,,CN,sh603215,3244919302.7999997,0
603216,梦天家居,装修装饰,,CN,sh603216,3013069000.0,0
603217,元利科技,化学制品,,CN,sh603217,4207560320.0,0
603218,日月股份,风电设备,,CN,sh603218,14011561800.0,0
603219,富佳股份,家电行业,,CN,sh603219,7786618000.0,0
603220,中贝通信,通信服务,,CN,sh603220,15170222777.6,0
603221,爱丽家居,塑料制品,,CN,sh603221,2402400000.0,0
603222,济民医疗,化学制药,,CN,sh603222,5103755442.5,0
603223,恒通股份,物流行业,,CN,sh603223,7191863553.22,0
603225,新凤鸣,化纤行业,,CN,sh603225,18292460733.56,0
603226,菲林格尔,装修建材,,CN,sh603226,2189829303.2000003,0
603227,雪峰科技,化学制品,,CN,sh603227,7919808971.71,0
603228,景旺电子,电子元件,,CN,sh603228,18866360977.02,0
603229,奥翔药业,化学制药,,CN,sh603229,8919763610.56,0
603230,内蒙新华,文化传媒,,CN,sh603230,4567517160.0,0
603232,格尔软件,软件开发,,CN,sh603232,3334066991.5499997,0
603233,大参林,医药商业,,CN,sh603233,29326729049.25,0
603235,天新药业,食品饮料,,CN,sh603235,11719370600.0,0
603236,移远通信,通信设备,,CN,sh603236,13781706853.54,0
603237,五芳斋,食品饮料,,CN,sh603237,4385687698.0,0
603238,诺邦股份,美容护理,,CN,sh603238,2460274740.0,0
603239,浙江仙通,汽车零部件,,CN,sh603239,4399200000.0,0
603255,鼎际得,化学制品,,CN,sh603255,5262267629.71,0
603256,宏和科技,玻璃玻纤,,CN,sh603256,7563132125.0,0
603258,电魂网络,游戏,,CN,sh603258,6197528292.0,0
603259,药明康德,医疗服务,,CN,sh603259,248661236145.36002,0
603260,合盛硅业,非金属材料,,CN,sh603260,61356540237.9,0
603261,立航科技,航天航空,,CN,sh603261,2672272326.64,0
603266,天龙股份,塑料制品,,CN,sh603266,8090712990.0,0
603267,鸿远电子,电子元件,,CN,sh603267,13021752480.0,0
603268,松发股份,装修建材,,CN,sh603268,2110869600.0,0
603269,海鸥股份,通用设备,,CN,sh603269,2315638256.4,0
603270,金帝股份,通用设备,,CN,sh603270,6595110676.700001,0
603272,联翔股份,装修装饰,,CN,sh603272,1835234170.0,0
603273,天元智能,专用设备,,CN,sh603273,6457262742.0,0
603275,众辰科技,仪器仪表,,CN,sh603275,6705147324.57,0
603276,恒兴新材,化学原料,,CN,sh603276,3747200000.0000005,0
603277,银都股份,通用设备,,CN,sh603277,11042010000.0,0
603278,大业股份,通用设备,,CN,sh603278,4343300080.44,0
603279,景津装备,环保行业,,CN,sh603279,13355964384.0,0
603280,南方路机,专用设备,,CN,sh603280,2627777608.08,0
603281,江瀚新材,化学制品,,CN,sh603281,10542933352.16,0
603282,亚光股份,专用设备,,CN,sh603282,3613140000.0,0
603283,赛腾股份,专用设备,,CN,sh603283,16415908328.6,0
603286,日盈电子,汽车零部件,,CN,sh603286,3240516443.8500004,0
603288,海天味业,食品饮料,,CN,sh603288,211191608661.12,0
603289,泰瑞机器,专用设备,,CN,sh603289,2985231164.2,0
603290,斯达半导,半导体,,CN,sh603290,29092755411.6,0
603291,联合水务,公用事业,,CN,sh603291,6504900683.48,0
603296,华勤技术,消费电子,,CN,sh603296,54999728015.4,0
603297,永新光学,光学光电子,,CN,sh603297,11295564750.0,0
603298,杭叉集团,工程机械,,CN,sh603298,20666962973.15,0
603299,苏盐井神,化学原料,,CN,sh603299,6905844713.27,0
603300,华铁应急,专用设备,,CN,sh603300,13159823896.300001,0
603301,振德医疗,医疗器械,,CN,sh603301,7180859893.9,0
603303,得邦照明,家电行业,,CN,sh603303,6357671184.75,0
603305,旭升集团,汽车零部件,,CN,sh603305,20325421240.74,0
603306,华懋科技,汽车零部件,,CN,sh603306,10131731756.12,0
603307,扬州金泉,纺织服装,,CN,sh603307,3075300000.0,0
603308,应流股份,通用设备,,CN,sh603308,9932956231.34,0
603309,维力医疗,医疗器械,,CN,sh603309,4368087248.2,0
603311,金海高科,家电行业,,CN,sh603311,2585287620.7200003,0
603313,梦百合,装修建材,,CN,sh603313,5962632948.25,0
603315,福鞍股份,通用设备,,CN,sh603315,3604488339.36,0
603316,诚邦股份,工程建设,,CN,sh603316,1812851040.0,0
603317,天味食品,食品饮料,,CN,sh603317,15589360991.820002,0
603318,水发燃气,燃气,,CN,sh603318,3690930228.9599996,0
603319,湘油泵,汽车零部件,,CN,sh603319,4005279393.5,0
603320,迪贝电气,电机,,CN,sh603320,2064737989.92,0
603321,梅轮电梯,专用设备,,CN,sh603321,2560380000.0,0
603322,超讯通信,通信服务,,CN,sh603322,5497396339.200001,0
603323,苏农银行,银行,,CN,sh603323,7717152897.96,0
603324,盛剑环境,环保行业,,CN,sh603324,4130179919.9999995,0
603326,我乐家居,装修建材,,CN,sh603326,3296856782.8,0
603327,福蓉科技,消费电子,,CN,sh603327,9250468500.0,0
603328,依顿电子,电子元件,,CN,sh603328,8097369575.209999,0
603329,上海雅仕,物流行业,,CN,sh603329,2262275778.75,0
603330,天洋新材,塑料制品,,CN,sh603330,3534943712.33,0
603331,百达精工,通用设备,,CN,sh603331,2707005663.3199997,0
603332,苏州龙杰,化纤行业,,CN,sh603332,2195923917.6,0
603333,尚纬股份,电网设备,,CN,sh603333,3076561550.7000003,0
603335,迪生力,汽车零部件,,CN,sh603335,3082641120.0,0
603336,宏辉果蔬,农牧饲渔,,CN,sh603336,3045763347.12,0
603337,杰克股份,专用设备,,CN,sh603337,10153422889.76,0
603338,浙江鼎力,工程机械,,CN,sh603338,24481919949.65,0
603339,四方科技,通用设备,,CN,sh603339,3728766158.75,0
603345,安井食品,食品饮料,,CN,sh603345,33696574314.48,0
603348,文灿股份,汽车零部件,,CN,sh603348,11119140446.8,0
603351,威尔药业,化学制药,,CN,sh603351,3702905868.88,0
603353,和顺石油,石油行业,,CN,sh603353,5858983260.0,0
603355,莱克电气,家电行业,,CN,sh603355,13529288836.619999,0
603356,华菱精工,专用设备,,CN,sh603356,1834758400.0,0
603357,设计总院,工程咨询服务,,CN,sh603357,5160974094.0,0
603358,华达科技,汽车零部件,,CN,sh603358,8390054400.0,0
603359,东珠生态,环保行业,,CN,sh603359,3591072800.0000005,0
603360,百傲化学,农药兽药,,CN,sh603360,4122040105.04,0
603363,傲农生物,农牧饲渔,,CN,sh603363,7299467900.360001,0
603365,水星家纺,纺织服装,,CN,sh603365,3898965140.0,0
603366,日出东方,家电行业,,CN,sh603366,4859424785.97,0
603367,辰欣药业,化学制药,,CN,sh603367,6603910780.0,0
603368,柳药集团,医药商业,,CN,sh603368,7686496642.62,0
603369,今世缘,酿酒行业,,CN,sh603369,68131895000.0,0
603377,东方时尚,汽车服务,,CN,sh603377,3942510464.3199997,0
603378,亚士创能,装修建材,,CN,sh603378,4287375670.5000005,0
603379,三美股份,化学制品,,CN,sh603379,18857697452.93,0
603380,易德龙,消费电子,,CN,sh603380,3941655550.0,0
603383,顶点软件,软件开发,,CN,sh603383,9520266059.76,0
603385,惠达卫浴,装修装饰,,CN,sh603385,3061404809.96,0
603386,骏亚科技,电子元件,,CN,sh603386,4578305516.8,0
603387,基蛋生物,医疗器械,,CN,sh603387,6166986766.72,0
603388,元成股份,工程建设,,CN,sh603388,3074924919.68,0
603389,亚振家居,装修建材,,CN,sh603389,1681612800.0,0
603390,通达电气,汽车零部件,,CN,sh603390,3727882030.4,0
603392,万泰生物,生物制品,,CN,sh603392,61571449801.45,0
603393,新天然气,燃气,,CN,sh603393,13476458985.33,0
603396,金辰股份,光伏设备,,CN,sh603396,5676763213.719999,0
603398,沐邦高科,家用轻工,,CN,sh603398,5817933928.860001,0
603399,吉翔股份,小金属,,CN,sh603399,5248744567.879999,0
603408,建霖家居,装修装饰,,CN,sh603408,5357673525.0,0
603416,信捷电气,专用设备,,CN,sh603416,5396098400.0,0
603421,鼎信通讯,通信服务,,CN,sh603421,6587124161.099999,0
603429,集友股份,造纸印刷,,CN,sh603429,4526309562.950001,0
603439,贵州三力,中药,,CN,sh603439,8041496677.92,0
603444,吉比特,游戏,,CN,sh603444,19213361636.7,0
603456,九洲药业,化学制药,,CN,sh603456,24268130337.44,0
603458,勘设股份,工程咨询服务,,CN,sh603458,2877584027.99,0
603466,风语筑,文化传媒,,CN,sh603466,7619060704.5,0
603477,巨星农牧,农牧饲渔,,CN,sh603477,16868402791.019999,0
603486,科沃斯,家电行业,,CN,sh603486,25675436031.4,0
603488,展鹏科技,专用设备,,CN,sh603488,3314091494.0,0
603489,八方股份,电机,,CN,sh603489,8868258101.75,0
603496,恒为科技,互联网服务,,CN,sh603496,11662020630.060001,0
603499,翔港科技,造纸印刷,,CN,sh603499,2331368404.37,0
603500,祥和实业,交运设备,,CN,sh603500,2858013152.6400003,0
603501,韦尔股份,半导体,,CN,sh603501,125865433711.84999,0
603505,金石资源,采掘行业,,CN,sh603505,17229960918.17,0
603506,南都物业,房地产服务,,CN,sh603506,2257088903.58,0
603507,振江股份,风电设备,,CN,sh603507,3665818406.54,0
603508,思维列控,软件开发,,CN,sh603508,6100390032.0,0
603511,爱慕股份,纺织服装,,CN,sh603511,6680940770.0,0
603515,欧普照明,家电行业,,CN,sh603515,14047737978.7,0
603516,淳中科技,计算机设备,,CN,sh603516,3820459570.6699996,0
603517,绝味食品,食品饮料,,CN,sh603517,20237512754.06,0
603518,锦泓集团,纺织服装,,CN,sh603518,3225646933.3199997,0
603519,立霸股份,家电行业,,CN,sh603519,3576782877.77,0
603520,司太立,化学制药,,CN,sh603520,5466531435.96,0
603527,众源新材,有色金属,,CN,sh603527,3594453408.0,0
603528,多伦科技,软件开发,,CN,sh603528,7110833539.08,0
603529,爱玛科技,交运设备,,CN,sh603529,24633810984.059998,0
603530,神马电力,电网设备,,CN,sh603530,6738985267.93,0
603533,掌阅科技,文化传媒,,CN,sh603533,10994365716.75,0
603535,嘉诚国际,物流行业,,CN,sh603535,3995545023.4799995,0
603536,惠发食品,食品饮料,,CN,sh603536,2306976889.0,0
603538,美诺华,化学制药,,CN,sh603538,4443090829.9800005,0
603551,奥普家居,家电行业,,CN,sh603551,4336653600.0,0
603555,ST贵人,纺织服装,,CN,sh603555,2734419322.92,0
603556,海兴电力,电网设备,,CN,sh603556,11640453832.8,0
603557,ST起步,纺织服装,,CN,sh603557,1111756394.25,0
603558,健盛集团,纺织服装,,CN,sh603558,3532104681.9300003,0
603559,ST通脉,通信服务,,CN,sh603559,1228194183.99,0
603565,中谷物流,航运港口,,CN,sh603565,19194576761.420002,0
603566,普莱柯,农药兽药,,CN,sh603566,7637114639.72,0
603567,珍宝岛,中药,,CN,sh603567,12829544123.039999,0
603568,伟明环保,环保行业,,CN,sh603568,30461998251.460003,0
603569,长久物流,物流行业,,CN,sh603569,8278495114.5,0
603577,汇金通,电网设备,,CN,sh603577,3170950585.0,0
603578,三星新材,家电行业,,CN,sh603578,2611569823.36,0
603579,荣泰健康,家电行业,,CN,sh603579,3037979750.06,0
603580,艾艾精工,塑料制品,,CN,sh603580,1862093100.0,0
603583,捷昌驱动,专用设备,,CN,sh603583,7788819363.75,0
603585,苏利股份,农药兽药,,CN,sh603585,2673030739.5,0
603586,金麒麟,汽车零部件,,CN,sh603586,3395634149.6,0
603587,地素时尚,纺织服装,,CN,sh603587,6692955673.639999,0
603588,高能环境,环保行业,,CN,sh603588,11914531335.5,0
603589,口子窖,酿酒行业,,CN,sh603589,29088000000.0,0
603590,康辰药业,生物制品,,CN,sh603590,6564800000.0,0
603595,东尼电子,消费电子,,CN,sh603595,8753777997.16,0
603596,伯特利,汽车零部件,,CN,sh603596,33886780716.06,0
603598,引力传媒,文化传媒,,CN,sh603598,4695636637.0,0
603599,广信股份,农药兽药,,CN,sh603599,14518796052.75,0
603600,永艺股份,装修建材,,CN,sh603600,3325748682.2400002,0
603601,再升科技,玻璃玻纤,,CN,sh603601,4668912211.700001,0
603602,纵横通信,通信服务,,CN,sh603602,3286050667.6400003,0
603603,*ST博天,环保行业,,CN,sh603603,3176666227.2799997,0
603605,珀莱雅,美容护理,,CN,sh603605,40277571649.0,0
603606,东方电缆,电网设备,,CN,sh603606,27494860412.64,0
603607,京华激光,造纸印刷,,CN,sh603607,2865194640.0,0
603608,天创时尚,纺织服装,,CN,sh603608,2098530480.0,0
603609,禾丰股份,农牧饲渔,,CN,sh603609,8247319957.110001,0
603610,麒盛科技,装修建材,,CN,sh603610,4395078217.26,0
603611,诺力股份,工程机械,,CN,sh603611,4961391234.660001,0
603612,索通发展,非金属材料,,CN,sh603612,9199793249.640001,0
603613,国联股份,互联网服务,,CN,sh603613,25317782620.649998,0
603615,茶花股份,塑料制品,,CN,sh603615,3740955400.0,0
603616,韩建河山,水泥建材,,CN,sh603616,2257904860.0,0
603617,君禾股份,通用设备,,CN,sh603617,3609588440.51,0
603618,杭电股份,电网设备,,CN,sh603618,4326051613.08,0
603619,中曼石油,采掘行业,,CN,sh603619,7896001973.999999,0
603626,科森科技,消费电子,,CN,sh603626,4255927222.3,0
603628,清源股份,光伏设备,,CN,sh603628,3277386000.0,0
603629,利通电子,消费电子,,CN,sh603629,7970144000.0,0
603630,拉芳家化,美容护理,,CN,sh603630,3610029417.4,0
603633,徕木股份,汽车零部件,,CN,sh603633,4105920069.16,0
603636,南威软件,互联网服务,,CN,sh603636,8294741835.12,0
603637,镇海股份,工程建设,,CN,sh603637,2102944358.9900002,0
603638,艾迪精密,工程机械,,CN,sh603638,13740310699.17,0
603639,海利尔,农药兽药,,CN,sh603639,5681848448.2,0
603648,畅联股份,物流行业,,CN,sh603648,3598759104.0,0
603650,彤程新材,橡胶制品,,CN,sh603650,20508221582.289997,0
603655,朗博科技,汽车零部件,,CN,sh603655,2479340000.0,0
603656,泰禾智能,专用设备,,CN,sh603656,2541582461.88,0
603657,春光科技,家电行业,,CN,sh603657,2216256712.5,0
603658,安图生物,医疗器械,,CN,sh603658,28211420958.719997,0
603659,璞泰来,电池,,CN,sh603659,50029098116.399994,0
603660,苏州科达,计算机设备,,CN,sh603660,3329208512.56,0
603661,恒林股份,装修建材,,CN,sh603661,4330547345.34,0
603662,柯力传感,仪器仪表,,CN,sh603662,9339615035.52,0
603663,三祥新材,化学原料,,CN,sh603663,4435865753.940001,0
603665,康隆达,纺织服装,,CN,sh603665,3932137848.0,0
603666,亿嘉和,专用设备,,CN,sh603666,6746054958.72,0
603667,五洲新春,通用设备,,CN,sh603667,7897192601.76,0
603668,天马科技,农牧饲渔,,CN,sh603668,7963824661.76,0
603669,灵康药业,化学制药,,CN,sh603669,4248094977.04,0
603676,卫信康,化学制药,,CN,sh603676,4869457185.0,0
603677,奇精机械,家电行业,,CN,sh603677,2805337352.4,0
603678,火炬电子,电子元件,,CN,sh603678,12615106487.33,0
603679,华体科技,光学光电子,,CN,sh603679,2619010286.55,0
603680,今创集团,交运设备,,CN,sh603680,7625583602.910001,0
603681,永冠新材,化学制品,,CN,sh603681,2834468236.51,0
603682,锦和商管,房地产服务,,CN,sh603682,2896425000.0,0
603683,晶华新材,化学制品,,CN,sh603683,2952808607.4900002,0
603685,晨丰科技,光学光电子,,CN,sh603685,2521562567.28,0
603686,福龙马,环保行业,,CN,sh603686,4343602451.65,0
603687,大胜达,包装材料,,CN,sh603687,5699807560.0,0
603688,石英股份,非金属材料,,CN,sh603688,31817676486.819996,0
603689,皖天然气,燃气,,CN,sh603689,4284962250.2400002,0
603690,至纯科技,专用设备,,CN,sh603690,10329231636.7,0
603693,江苏新能,电力行业,,CN,sh603693,10180654549.6,0
603696,安记食品,食品饮料,,CN,sh603696,2356704000.0,0
603697,有友食品,食品饮料,,CN,sh603697,3639659753.98,0
603698,航天工程,专业服务,,CN,sh603698,7777214900.0,0
603699,纽威股份,通用设备,,CN,sh603699,10227226495.15,0
603700,宁水集团,仪器仪表,,CN,sh603700,2910425440.0,0
603701,德宏股份,汽车零部件,,CN,sh603701,3923042134.0099998,0
603703,盛洋科技,光学光电子,,CN,sh603703,5212175427.2,0
603706,东方环宇,燃气,,CN,sh603706,3454340703.3599997,0
603707,健友股份,化学制药,,CN,sh603707,22956411312.8,0
603708,家家悦,商业百货,,CN,sh603708,8531898799.94,0
603709,中源家居,装修建材,,CN,sh603709,1739520000.0,0
603711,香飘飘,食品饮料,,CN,sh603711,6341915152.0,0
603712,七一二,通信设备,,CN,sh603712,23059640000.0,0
603713,密尔克卫,物流行业,,CN,sh603713,9928045123.199999,0
603716,塞力医疗,医药商业,,CN,sh603716,2499989110.23,0
603717,天域生态,工程建设,,CN,sh603717,2202209961.6,0
603718,海利生物,农药兽药,,CN,sh603718,7552692000.0,0
603719,良品铺子,食品饮料,,CN,sh603719,8272630000.0,0
603721,中广天择,文化传媒,,CN,sh603721,3374800000.0,0
603722,阿科力,塑料制品,,CN,sh603722,4040728125.0000005,0
603725,天安新材,化学制品,,CN,sh603725,2305797120.0,0
603726,朗迪集团,家电行业,,CN,sh603726,3243326464.0,0
603727,博迈科,采掘行业,,CN,sh603727,3659533408.23,0
603728,鸣志电器,电机,,CN,sh603728,30160738800.0,0
603729,龙韵股份,文化传媒,,CN,sh603729,1859292960.0000002,0
603730,岱美股份,汽车零部件,,CN,sh603730,20290733423.52,0
603733,仙鹤股份,造纸印刷,,CN,sh603733,12778157473.1,0
603737,三棵树,装修建材,,CN,sh603737,29760394802.07,0
603738,泰晶科技,电子元件,,CN,sh603738,6696351678.4,0
603739,蔚蓝生物,农牧饲渔,,CN,sh603739,3648676247.72,0
603755,日辰股份,食品饮料,,CN,sh603755,3069843889.5299997,0
603757,大元泵业,通用设备,,CN,sh603757,4027930701.76,0
603758,秦安股份,汽车零部件,,CN,sh603758,5085657797.91,0
603759,海天股份,公用事业,,CN,sh603759,3989606400.0000005,0
603766,隆鑫通用,交运设备,,CN,sh603766,11540905197.0,0
603767,中马传动,汽车零部件,,CN,sh603767,4833169290.0,0
603768,常青股份,汽车零部件,,CN,sh603768,4308480000.0,0
603773,沃格光电,光学光电子,,CN,sh603773,6082367196.360001,0
603776,永安行,专业服务,,CN,sh603776,3522832876.69,0
603777,来伊份,食品饮料,,CN,sh603777,4725301108.32,0
603778,乾景园林,工程建设,,CN,sh603778,3689999995.08,0
603779,威龙股份,酿酒行业,,CN,sh603779,3360766455.4,0
603786,科博达,汽车零部件,,CN,sh603786,30613172454.0,0
603787,新日股份,交运设备,,CN,sh603787,3226615935.7999997,0
603788,宁波高发,汽车零部件,,CN,sh603788,3564579786.64,0
603789,星光农机,专用设备,,CN,sh603789,2441418390.0,0
603790,雅运股份,化学制品,,CN,sh603790,2707744000.0,0
603797,联泰环保,环保行业,,CN,sh603797,3300325883.75,0
603798,康普顿,石油行业,,CN,sh603798,2528593549.0,0
603799,华友钴业,能源金属,,CN,sh603799,58467806184.189995,0
603800,道森股份,专用设备,,CN,sh603800,5977920000.0,0
603801,志邦家居,装修建材,,CN,sh603801,8525778787.89,0
603803,瑞斯康达,通信设备,,CN,sh603803,3752420101.3399997,0
603806,福斯特,光伏设备,,CN,sh603806,46082156451.6,0
603808,歌力思,纺织服装,,CN,sh603808,3657710420.98,0
603809,豪能股份,汽车零部件,,CN,sh603809,4834102888.5,0
603810,丰山集团,农药兽药,,CN,sh603810,2210684332.5,0
603811,诚意药业,化学制药,,CN,sh603811,3691992729.6,0
603813,原尚股份,物流行业,,CN,sh603813,1794140250.0,0
603815,交建股份,工程建设,,CN,sh603815,4864744487.1,0
603816,顾家家居,装修建材,,CN,sh603816,31503101923.27,0
603817,海峡环保,环保行业,,CN,sh603817,3430577217.24,0
603818,曲美家居,装修建材,,CN,sh603818,3323266021.2799997,0
603819,神力股份,电机,,CN,sh603819,2917584505.8,0
603822,嘉澳环保,化学制品,,CN,sh603822,2376400334.0,0
603823,百合花,化学制品,,CN,sh603823,4146334388.5600004,0
603825,华扬联众,文化传媒,,CN,sh603825,3100839396.48,0
603826,坤彩科技,非金属材料,,CN,sh603826,25875720000.0,0
603828,柯利达,装修装饰,,CN,sh603828,2246769795.66,0
603829,洛凯股份,电网设备,,CN,sh603829,2424000000.0,0
603833,欧派家居,装修建材,,CN,sh603833,49840851904.42,0
603836,海程邦达,物流行业,,CN,sh603836,3213983811.42,0
603838,四通股份,装修建材,,CN,sh603838,2534526720.0,0
603839,安正时尚,纺织服装,,CN,sh603839,3125831212.8,0
603843,正平股份,工程建设,,CN,sh603843,2651572068.23,0
603848,好太太,家用轻工,,CN,sh603848,6520260000.000001,0
603855,华荣股份,专用设备,,CN,sh603855,6697170560.0,0
603856,东宏股份,装修建材,,CN,sh603856,3021151056.0,0
603858,步长制药,中药,,CN,sh603858,19975130168.699997,0
603859,能科科技,软件开发,,CN,sh603859,6382898520.56,0
603860,中公高科,工程咨询服务,,CN,sh603860,1951056800.0,0
603861,白云电器,电网设备,,CN,sh603861,4372864675.96,0
603863,松炀资源,造纸印刷,,CN,sh603863,7797165000.0,0
603866,桃李面包,食品饮料,,CN,sh603866,13661601583.699999,0
603867,新化股份,化学制品,,CN,sh603867,6000166308.71,0
603868,飞科电器,家电行业,,CN,sh603868,23326380000.0,0
603869,新智认知,互联网服务,,CN,sh603869,4989510024.12,0
603871,嘉友国际,物流行业,,CN,sh603871,11677623902.79,0
603876,鼎胜新材,有色金属,,CN,sh603876,11873647500.22,0
603877,太平鸟,纺织服装,,CN,sh603877,7467704310.559999,0
603878,武进不锈,钢铁行业,,CN,sh603878,4196746654.76,0
603879,永悦科技,塑料制品,,CN,sh603879,2380764804.0,0
603880,ST南卫,医疗器械,,CN,sh603880,1491617400.0,0
603881,数据港,互联网服务,,CN,sh603881,9361925885.08,0
603882,金域医学,医疗服务,,CN,sh603882,31309233457.250004,0
603883,老百姓,医药商业,,CN,sh603883,17661157213.68,0
603885,吉祥航空,航空机场,,CN,sh603885,30531132645.719997,0
603886,元祖股份,食品饮料,,CN,sh603886,4473600000.0,0
603887,城地香江,互联网服务,,CN,sh603887,3930610335.5200005,0
603888,新华网,文化传媒,,CN,sh603888,13790610095.2,0
603889,新澳股份,纺织服装,,CN,sh603889,5058101297.58,0
603890,春秋电子,消费电子,,CN,sh603890,4557235677.4800005,0
603893,瑞芯微,半导体,,CN,sh603893,27418202239.999996,0
603895,天永智能,专用设备,,CN,sh603895,2766848000.0,0
603896,寿仙谷,中药,,CN,sh603896,7582701178.26,0
603897,长城科技,电网设备,,CN,sh603897,3911956154.95,0
603898,好莱客,装修建材,,CN,sh603898,3473922319.92,0
603899,晨光股份,家用轻工,,CN,sh603899,37026798937.200005,0
603900,莱绅通灵,珠宝首饰,,CN,sh603900,2300083251.2,0
603901,永创智能,专用设备,,CN,sh603901,5928142864.95,0
603903,中持股份,环保行业,,CN,sh603903,2586386332.4,0
603906,龙蟠科技,化学制品,,CN,sh603906,7001327608.17,0
603908,牧高笛,纺织服装,,CN,sh603908,2656262700.0,0
603909,建发合诚,工程咨询服务,,CN,sh603909,3125470948.6,0
603912,佳力图,专用设备,,CN,sh603912,5201019110.4,0
603915,国茂股份,通用设备,,CN,sh603915,11352367383.0,0
603916,苏博特,化学制品,,CN,sh603916,5035320760.38,0
603917,合力科技,汽车零部件,,CN,sh603917,3054464000.0,0
603918,金桥信息,互联网服务,,CN,sh603918,7549654171.079999,0
603919,金徽酒,酿酒行业,,CN,sh603919,13467752920.35,0
603920,世运电路,电子元件,,CN,sh603920,9345012842.8,0
603922,金鸿顺,汽车零部件,,CN,sh603922,3381760000.0,0
603926,铁流股份,汽车零部件,,CN,sh603926,2843908059.09,0
603927,中科软,软件开发,,CN,sh603927,19036752000.0,0
603928,兴业股份,塑料制品,,CN,sh603928,2588544000.0,0
603929,亚翔集成,装修装饰,,CN,sh603929,5103571200.0,0
603931,格林达,电子化学品,,CN,sh603931,5729321089.8,0
603933,睿能科技,半导体,,CN,sh603933,3433048959.7499995,0
603936,博敏电子,电子元件,,CN,sh603936,6999113450.88,0
603937,丽岛新材,有色金属,,CN,sh603937,2606822400.0,0
603938,三孚股份,化学制品,,CN,sh603938,6630882533.009999,0
603939,益丰药房,医药商业,,CN,sh603939,38098858346.9,0
603948,建业股份,化学制品,,CN,sh603948,3886880400.0000005,0
603949,雪龙集团,汽车零部件,,CN,sh603949,5871711070.8,0
603950,长源东谷,汽车零部件,,CN,sh603950,5043475248.0,0
603955,大千生态,工程建设,,CN,sh603955,2113160400.0,0
603956,威派格,专用设备,,CN,sh603956,4082735964.89,0
603958,哈森股份,纺织服装,,CN,sh603958,2087396400.0,0
603959,百利科技,工程咨询服务,,CN,sh603959,4010645754.56,0
603960,克来机电,专用设备,,CN,sh603960,3963543510.0,0
603963,大理药业,中药,,CN,sh603963,2653976000.0,0
603966,法兰泰克,专用设备,,CN,sh603966,3024937902.0,0
603967,中创物流,物流行业,,CN,sh603967,3404267092.2000003,0
603968,醋化股份,化学制品,,CN,sh603968,3116700350.0,0
603969,银龙股份,通用设备,,CN,sh603969,4914574420.0,0
603970,中农立华,农药兽药,,CN,sh603970,4491650239.14,0
603976,正川股份,医疗器械,,CN,sh603976,3196411104.46,0
603977,国泰集团,化学制品,,CN,sh603977,5429653576.72,0
603978,深圳新星,有色金属,,CN,sh603978,2804641173.1,0
603979,金诚信,采掘行业,,CN,sh603979,21357729052.989998,0
603980,吉华集团,化学制品,,CN,sh603980,3353000000.0,0
603982,泉峰汽车,汽车零部件,,CN,sh603982,4082591714.9599996,0
603983,丸美股份,美容护理,,CN,sh603983,10638530000.0,0
603985,恒润股份,风电设备,,CN,sh603985,17387439638.32,0
603986,兆易创新,半导体,,CN,sh603986,63196045536.48,0
603987,康德莱,医疗器械,,CN,sh603987,4762819224.0,0
603988,中电电机,电机,,CN,sh603988,2556624000.0,0
