Minute_ID,Hour,Minute,Date
202401021054,10,54,2024-01-02 10:54:00
202401021055,10,55,2024-01-02 10:55:00
202401021056,10,56,2024-01-02 10:56:00
202401021057,10,57,2024-01-02 10:57:00
202401021058,10,58,2024-01-02 10:58:00
202401021059,10,59,2024-01-02 10:59:00
202401021100,11,0,2024-01-02 11:00:00
202401021101,11,1,2024-01-02 11:01:00
202401021102,11,2,2024-01-02 11:02:00
202401021103,11,3,2024-01-02 11:03:00
202401021104,11,4,2024-01-02 11:04:00
202401021105,11,5,2024-01-02 11:05:00
202401021106,11,6,2024-01-02 11:06:00
202401021107,11,7,2024-01-02 11:07:00
202401021108,11,8,2024-01-02 11:08:00
202401021109,11,9,2024-01-02 11:09:00
202401021110,11,10,2024-01-02 11:10:00
202401021111,11,11,2024-01-02 11:11:00
202401021112,11,12,2024-01-02 11:12:00
202401021113,11,13,2024-01-02 11:13:00
202401021114,11,14,2024-01-02 11:14:00
202401021115,11,15,2024-01-02 11:15:00
202401021116,11,16,2024-01-02 11:16:00
202401021117,11,17,2024-01-02 11:17:00
202401021118,11,18,2024-01-02 11:18:00
202401021119,11,19,2024-01-02 11:19:00
202401021120,11,20,2024-01-02 11:20:00
202401021121,11,21,2024-01-02 11:21:00
202401021122,11,22,2024-01-02 11:22:00
202401021123,11,23,2024-01-02 11:23:00
202401021124,11,24,2024-01-02 11:24:00
202401021125,11,25,2024-01-02 11:25:00
202401021126,11,26,2024-01-02 11:26:00
202401021127,11,27,2024-01-02 11:27:00
202401021128,11,28,2024-01-02 11:28:00
202401021129,11,29,2024-01-02 11:29:00
202401021130,11,30,2024-01-02 11:30:00
202401021301,13,1,2024-01-02 13:01:00
202401021302,13,2,2024-01-02 13:02:00
202401021303,13,3,2024-01-02 13:03:00
202401021304,13,4,2024-01-02 13:04:00
202401021305,13,5,2024-01-02 13:05:00
202401021306,13,6,2024-01-02 13:06:00
202401021307,13,7,2024-01-02 13:07:00
202401021308,13,8,2024-01-02 13:08:00
202401021309,13,9,2024-01-02 13:09:00
202401021310,13,10,2024-01-02 13:10:00
202401021311,13,11,2024-01-02 13:11:00
202401021312,13,12,2024-01-02 13:12:00
202401021313,13,13,2024-01-02 13:13:00
202401021314,13,14,2024-01-02 13:14:00
202401021315,13,15,2024-01-02 13:15:00
202401021316,13,16,2024-01-02 13:16:00
202401021317,13,17,2024-01-02 13:17:00
202401021318,13,18,2024-01-02 13:18:00
202401021319,13,19,2024-01-02 13:19:00
202401021320,13,20,2024-01-02 13:20:00
202401021321,13,21,2024-01-02 13:21:00
202401021322,13,22,2024-01-02 13:22:00
202401021323,13,23,2024-01-02 13:23:00
202401021324,13,24,2024-01-02 13:24:00
202401021325,13,25,2024-01-02 13:25:00
202401021326,13,26,2024-01-02 13:26:00
202401021327,13,27,2024-01-02 13:27:00
202401021328,13,28,2024-01-02 13:28:00
202401021329,13,29,2024-01-02 13:29:00
202401021330,13,30,2024-01-02 13:30:00
202401021331,13,31,2024-01-02 13:31:00
202401021332,13,32,2024-01-02 13:32:00
202401021333,13,33,2024-01-02 13:33:00
202401021334,13,34,2024-01-02 13:34:00
202401021335,13,35,2024-01-02 13:35:00
202401021336,13,36,2024-01-02 13:36:00
202401021337,13,37,2024-01-02 13:37:00
202401021338,13,38,2024-01-02 13:38:00
202401021339,13,39,2024-01-02 13:39:00
202401021340,13,40,2024-01-02 13:40:00
202401021341,13,41,2024-01-02 13:41:00
202401021342,13,42,2024-01-02 13:42:00
202401021343,13,43,2024-01-02 13:43:00
202401021344,13,44,2024-01-02 13:44:00
202401021345,13,45,2024-01-02 13:45:00
202401021346,13,46,2024-01-02 13:46:00
202401021347,13,47,2024-01-02 13:47:00
202401021348,13,48,2024-01-02 13:48:00
202401021349,13,49,2024-01-02 13:49:00
202401021350,13,50,2024-01-02 13:50:00
202401021351,13,51,2024-01-02 13:51:00
202401021352,13,52,2024-01-02 13:52:00
202401021353,13,53,2024-01-02 13:53:00
202401021354,13,54,2024-01-02 13:54:00
202401021355,13,55,2024-01-02 13:55:00
202401021356,13,56,2024-01-02 13:56:00
202401021357,13,57,2024-01-02 13:57:00
202401021358,13,58,2024-01-02 13:58:00
202401021359,13,59,2024-01-02 13:59:00
202401021400,14,0,2024-01-02 14:00:00
202401021401,14,1,2024-01-02 14:01:00
202401021402,14,2,2024-01-02 14:02:00
202401021403,14,3,2024-01-02 14:03:00
202401021404,14,4,2024-01-02 14:04:00
202401021405,14,5,2024-01-02 14:05:00
202401021406,14,6,2024-01-02 14:06:00
202401021407,14,7,2024-01-02 14:07:00
202401021408,14,8,2024-01-02 14:08:00
202401021409,14,9,2024-01-02 14:09:00
202401021410,14,10,2024-01-02 14:10:00
202401021411,14,11,2024-01-02 14:11:00
202401021412,14,12,2024-01-02 14:12:00
202401021413,14,13,2024-01-02 14:13:00
202401021414,14,14,2024-01-02 14:14:00
202401021415,14,15,2024-01-02 14:15:00
202401021416,14,16,2024-01-02 14:16:00
202401021417,14,17,2024-01-02 14:17:00
202401021418,14,18,2024-01-02 14:18:00
202401021419,14,19,2024-01-02 14:19:00
202401021420,14,20,2024-01-02 14:20:00
202401021421,14,21,2024-01-02 14:21:00
202401021422,14,22,2024-01-02 14:22:00
202401021423,14,23,2024-01-02 14:23:00
202401021424,14,24,2024-01-02 14:24:00
202401021425,14,25,2024-01-02 14:25:00
202401021426,14,26,2024-01-02 14:26:00
202401021427,14,27,2024-01-02 14:27:00
202401021428,14,28,2024-01-02 14:28:00
202401021429,14,29,2024-01-02 14:29:00
202401021430,14,30,2024-01-02 14:30:00
202401021431,14,31,2024-01-02 14:31:00
202401021432,14,32,2024-01-02 14:32:00
202401021433,14,33,2024-01-02 14:33:00
202401021434,14,34,2024-01-02 14:34:00
202401021435,14,35,2024-01-02 14:35:00
202401021436,14,36,2024-01-02 14:36:00
202401021437,14,37,2024-01-02 14:37:00
202401021438,14,38,2024-01-02 14:38:00
202401021439,14,39,2024-01-02 14:39:00
202401021440,14,40,2024-01-02 14:40:00
202401021441,14,41,2024-01-02 14:41:00
202401021442,14,42,2024-01-02 14:42:00
202401021443,14,43,2024-01-02 14:43:00
202401021444,14,44,2024-01-02 14:44:00
202401021445,14,45,2024-01-02 14:45:00
202401021446,14,46,2024-01-02 14:46:00
202401021447,14,47,2024-01-02 14:47:00
202401021448,14,48,2024-01-02 14:48:00
202401021449,14,49,2024-01-02 14:49:00
202401021450,14,50,2024-01-02 14:50:00
202401021451,14,51,2024-01-02 14:51:00
202401021452,14,52,2024-01-02 14:52:00
202401021453,14,53,2024-01-02 14:53:00
202401021454,14,54,2024-01-02 14:54:00
202401021455,14,55,2024-01-02 14:55:00
202401021456,14,56,2024-01-02 14:56:00
202401021457,14,57,2024-01-02 14:57:00
202401021458,14,58,2024-01-02 14:58:00
202401021459,14,59,2024-01-02 14:59:00
202401021500,15,0,2024-01-02 15:00:00
202401030930,9,30,2024-01-03 09:30:00
202401030931,9,31,2024-01-03 09:31:00
202401030932,9,32,2024-01-03 09:32:00
202401030933,9,33,2024-01-03 09:33:00
202401030934,9,34,2024-01-03 09:34:00
202401030935,9,35,2024-01-03 09:35:00
202401030936,9,36,2024-01-03 09:36:00
202401030937,9,37,2024-01-03 09:37:00
202401030938,9,38,2024-01-03 09:38:00
202401030939,9,39,2024-01-03 09:39:00
202401030940,9,40,2024-01-03 09:40:00
202401030941,9,41,2024-01-03 09:41:00
202401030942,9,42,2024-01-03 09:42:00
202401030943,9,43,2024-01-03 09:43:00
202401030944,9,44,2024-01-03 09:44:00
202401030945,9,45,2024-01-03 09:45:00
202401030946,9,46,2024-01-03 09:46:00
202401030947,9,47,2024-01-03 09:47:00
202401030948,9,48,2024-01-03 09:48:00
202401030949,9,49,2024-01-03 09:49:00
202401030950,9,50,2024-01-03 09:50:00
202401030951,9,51,2024-01-03 09:51:00
202401030952,9,52,2024-01-03 09:52:00
202401030953,9,53,2024-01-03 09:53:00
202401030954,9,54,2024-01-03 09:54:00
202401030955,9,55,2024-01-03 09:55:00
202401030956,9,56,2024-01-03 09:56:00
202401030957,9,57,2024-01-03 09:57:00
202401030958,9,58,2024-01-03 09:58:00
202401030959,9,59,2024-01-03 09:59:00
202401031000,10,0,2024-01-03 10:00:00
202401031001,10,1,2024-01-03 10:01:00
202401031002,10,2,2024-01-03 10:02:00
202401031003,10,3,2024-01-03 10:03:00
202401031004,10,4,2024-01-03 10:04:00
202401031005,10,5,2024-01-03 10:05:00
202401031006,10,6,2024-01-03 10:06:00
202401031007,10,7,2024-01-03 10:07:00
202401031008,10,8,2024-01-03 10:08:00
202401031009,10,9,2024-01-03 10:09:00
202401031010,10,10,2024-01-03 10:10:00
202401031011,10,11,2024-01-03 10:11:00
202401031012,10,12,2024-01-03 10:12:00
202401031013,10,13,2024-01-03 10:13:00
202401031014,10,14,2024-01-03 10:14:00
202401031015,10,15,2024-01-03 10:15:00
202401031016,10,16,2024-01-03 10:16:00
202401031017,10,17,2024-01-03 10:17:00
202401031018,10,18,2024-01-03 10:18:00
202401031019,10,19,2024-01-03 10:19:00
202401031020,10,20,2024-01-03 10:20:00
202401031021,10,21,2024-01-03 10:21:00
202401031022,10,22,2024-01-03 10:22:00
202401031023,10,23,2024-01-03 10:23:00
202401031024,10,24,2024-01-03 10:24:00
202401031025,10,25,2024-01-03 10:25:00
202401031026,10,26,2024-01-03 10:26:00
202401031027,10,27,2024-01-03 10:27:00
202401031028,10,28,2024-01-03 10:28:00
202401031029,10,29,2024-01-03 10:29:00
202401031030,10,30,2024-01-03 10:30:00
202401031031,10,31,2024-01-03 10:31:00
202401031032,10,32,2024-01-03 10:32:00
202401031033,10,33,2024-01-03 10:33:00
202401031034,10,34,2024-01-03 10:34:00
202401031035,10,35,2024-01-03 10:35:00
202401031036,10,36,2024-01-03 10:36:00
202401031037,10,37,2024-01-03 10:37:00
202401031038,10,38,2024-01-03 10:38:00
202401031039,10,39,2024-01-03 10:39:00
202401031040,10,40,2024-01-03 10:40:00
202401031041,10,41,2024-01-03 10:41:00
202401031042,10,42,2024-01-03 10:42:00
202401031043,10,43,2024-01-03 10:43:00
202401031044,10,44,2024-01-03 10:44:00
202401031045,10,45,2024-01-03 10:45:00
202401031046,10,46,2024-01-03 10:46:00
202401031047,10,47,2024-01-03 10:47:00
202401031048,10,48,2024-01-03 10:48:00
202401031049,10,49,2024-01-03 10:49:00
202401031050,10,50,2024-01-03 10:50:00
202401031051,10,51,2024-01-03 10:51:00
202401031052,10,52,2024-01-03 10:52:00
202401031053,10,53,2024-01-03 10:53:00
202401031054,10,54,2024-01-03 10:54:00
202401031055,10,55,2024-01-03 10:55:00
202401031056,10,56,2024-01-03 10:56:00
202401031057,10,57,2024-01-03 10:57:00
202401031058,10,58,2024-01-03 10:58:00
202401031059,10,59,2024-01-03 10:59:00
202401031100,11,0,2024-01-03 11:00:00
202401031101,11,1,2024-01-03 11:01:00
202401031102,11,2,2024-01-03 11:02:00
202401031103,11,3,2024-01-03 11:03:00
202401031104,11,4,2024-01-03 11:04:00
202401031105,11,5,2024-01-03 11:05:00
202401031106,11,6,2024-01-03 11:06:00
202401031107,11,7,2024-01-03 11:07:00
202401031108,11,8,2024-01-03 11:08:00
202401031109,11,9,2024-01-03 11:09:00
202401031110,11,10,2024-01-03 11:10:00
202401031111,11,11,2024-01-03 11:11:00
202401031112,11,12,2024-01-03 11:12:00
202401031113,11,13,2024-01-03 11:13:00
202401031114,11,14,2024-01-03 11:14:00
202401031115,11,15,2024-01-03 11:15:00
202401031116,11,16,2024-01-03 11:16:00
202401031117,11,17,2024-01-03 11:17:00
202401031118,11,18,2024-01-03 11:18:00
202401031119,11,19,2024-01-03 11:19:00
202401031120,11,20,2024-01-03 11:20:00
202401031121,11,21,2024-01-03 11:21:00
202401031122,11,22,2024-01-03 11:22:00
202401031123,11,23,2024-01-03 11:23:00
202401031124,11,24,2024-01-03 11:24:00
202401031125,11,25,2024-01-03 11:25:00
202401031126,11,26,2024-01-03 11:26:00
202401031127,11,27,2024-01-03 11:27:00
202401031128,11,28,2024-01-03 11:28:00
202401031129,11,29,2024-01-03 11:29:00
202401031130,11,30,2024-01-03 11:30:00
202401031301,13,1,2024-01-03 13:01:00
202401031302,13,2,2024-01-03 13:02:00
202401031303,13,3,2024-01-03 13:03:00
202401031304,13,4,2024-01-03 13:04:00
202401031305,13,5,2024-01-03 13:05:00
202401031306,13,6,2024-01-03 13:06:00
202401031307,13,7,2024-01-03 13:07:00
202401031308,13,8,2024-01-03 13:08:00
202401031309,13,9,2024-01-03 13:09:00
202401031310,13,10,2024-01-03 13:10:00
202401031311,13,11,2024-01-03 13:11:00
202401031312,13,12,2024-01-03 13:12:00
202401031313,13,13,2024-01-03 13:13:00
202401031314,13,14,2024-01-03 13:14:00
202401031315,13,15,2024-01-03 13:15:00
202401031316,13,16,2024-01-03 13:16:00
202401031317,13,17,2024-01-03 13:17:00
202401031318,13,18,2024-01-03 13:18:00
202401031319,13,19,2024-01-03 13:19:00
202401031320,13,20,2024-01-03 13:20:00
202401031321,13,21,2024-01-03 13:21:00
202401031322,13,22,2024-01-03 13:22:00
202401031323,13,23,2024-01-03 13:23:00
202401031324,13,24,2024-01-03 13:24:00
202401031325,13,25,2024-01-03 13:25:00
202401031326,13,26,2024-01-03 13:26:00
202401031327,13,27,2024-01-03 13:27:00
202401031328,13,28,2024-01-03 13:28:00
202401031329,13,29,2024-01-03 13:29:00
202401031330,13,30,2024-01-03 13:30:00
202401031331,13,31,2024-01-03 13:31:00
202401031332,13,32,2024-01-03 13:32:00
202401031333,13,33,2024-01-03 13:33:00
202401031334,13,34,2024-01-03 13:34:00
202401031335,13,35,2024-01-03 13:35:00
202401031336,13,36,2024-01-03 13:36:00
202401031337,13,37,2024-01-03 13:37:00
202401031338,13,38,2024-01-03 13:38:00
202401031339,13,39,2024-01-03 13:39:00
202401031340,13,40,2024-01-03 13:40:00
202401031341,13,41,2024-01-03 13:41:00
202401031342,13,42,2024-01-03 13:42:00
202401031343,13,43,2024-01-03 13:43:00
202401031344,13,44,2024-01-03 13:44:00
202401031345,13,45,2024-01-03 13:45:00
202401031346,13,46,2024-01-03 13:46:00
202401031347,13,47,2024-01-03 13:47:00
202401031348,13,48,2024-01-03 13:48:00
202401031349,13,49,2024-01-03 13:49:00
202401031350,13,50,2024-01-03 13:50:00
202401031351,13,51,2024-01-03 13:51:00
202401031352,13,52,2024-01-03 13:52:00
202401031353,13,53,2024-01-03 13:53:00
202401031354,13,54,2024-01-03 13:54:00
202401031355,13,55,2024-01-03 13:55:00
202401031356,13,56,2024-01-03 13:56:00
202401031357,13,57,2024-01-03 13:57:00
202401031358,13,58,2024-01-03 13:58:00
202401031359,13,59,2024-01-03 13:59:00
202401031400,14,0,2024-01-03 14:00:00
202401031401,14,1,2024-01-03 14:01:00
202401031402,14,2,2024-01-03 14:02:00
202401031403,14,3,2024-01-03 14:03:00
202401031404,14,4,2024-01-03 14:04:00
202401031405,14,5,2024-01-03 14:05:00
202401031406,14,6,2024-01-03 14:06:00
202401031407,14,7,2024-01-03 14:07:00
202401031408,14,8,2024-01-03 14:08:00
202401031409,14,9,2024-01-03 14:09:00
202401031410,14,10,2024-01-03 14:10:00
202401031411,14,11,2024-01-03 14:11:00
202401031412,14,12,2024-01-03 14:12:00
202401031413,14,13,2024-01-03 14:13:00
202401031414,14,14,2024-01-03 14:14:00
202401031415,14,15,2024-01-03 14:15:00
202401031416,14,16,2024-01-03 14:16:00
202401031417,14,17,2024-01-03 14:17:00
202401031418,14,18,2024-01-03 14:18:00
202401031419,14,19,2024-01-03 14:19:00
202401031420,14,20,2024-01-03 14:20:00
202401031421,14,21,2024-01-03 14:21:00
202401031422,14,22,2024-01-03 14:22:00
202401031423,14,23,2024-01-03 14:23:00
202401031424,14,24,2024-01-03 14:24:00
202401031425,14,25,2024-01-03 14:25:00
202401031426,14,26,2024-01-03 14:26:00
202401031427,14,27,2024-01-03 14:27:00
202401031428,14,28,2024-01-03 14:28:00
202401031429,14,29,2024-01-03 14:29:00
202401031430,14,30,2024-01-03 14:30:00
202401031431,14,31,2024-01-03 14:31:00
202401031432,14,32,2024-01-03 14:32:00
202401031433,14,33,2024-01-03 14:33:00
202401031434,14,34,2024-01-03 14:34:00
202401031435,14,35,2024-01-03 14:35:00
202401031436,14,36,2024-01-03 14:36:00
202401031437,14,37,2024-01-03 14:37:00
202401031438,14,38,2024-01-03 14:38:00
202401031439,14,39,2024-01-03 14:39:00
202401031440,14,40,2024-01-03 14:40:00
202401031441,14,41,2024-01-03 14:41:00
202401031442,14,42,2024-01-03 14:42:00
202401031443,14,43,2024-01-03 14:43:00
202401031444,14,44,2024-01-03 14:44:00
202401031445,14,45,2024-01-03 14:45:00
202401031446,14,46,2024-01-03 14:46:00
202401031447,14,47,2024-01-03 14:47:00
202401031448,14,48,2024-01-03 14:48:00
202401031449,14,49,2024-01-03 14:49:00
202401031450,14,50,2024-01-03 14:50:00
202401031451,14,51,2024-01-03 14:51:00
202401031452,14,52,2024-01-03 14:52:00
202401031453,14,53,2024-01-03 14:53:00
202401031454,14,54,2024-01-03 14:54:00
202401031455,14,55,2024-01-03 14:55:00
202401031456,14,56,2024-01-03 14:56:00
202401031457,14,57,2024-01-03 14:57:00
202401031458,14,58,2024-01-03 14:58:00
202401031459,14,59,2024-01-03 14:59:00
202401031500,15,0,2024-01-03 15:00:00
202401040930,9,30,2024-01-04 09:30:00
202401040931,9,31,2024-01-04 09:31:00
202401040932,9,32,2024-01-04 09:32:00
202401040933,9,33,2024-01-04 09:33:00
202401040934,9,34,2024-01-04 09:34:00
202401040935,9,35,2024-01-04 09:35:00
202401040936,9,36,2024-01-04 09:36:00
202401040937,9,37,2024-01-04 09:37:00
202401040938,9,38,2024-01-04 09:38:00
202401040939,9,39,2024-01-04 09:39:00
202401040940,9,40,2024-01-04 09:40:00
202401040941,9,41,2024-01-04 09:41:00
202401040942,9,42,2024-01-04 09:42:00
202401040943,9,43,2024-01-04 09:43:00
202401040944,9,44,2024-01-04 09:44:00
202401040945,9,45,2024-01-04 09:45:00
202401040946,9,46,2024-01-04 09:46:00
202401040947,9,47,2024-01-04 09:47:00
202401040948,9,48,2024-01-04 09:48:00
202401040949,9,49,2024-01-04 09:49:00
202401040950,9,50,2024-01-04 09:50:00
202401040951,9,51,2024-01-04 09:51:00
202401040952,9,52,2024-01-04 09:52:00
202401040953,9,53,2024-01-04 09:53:00
202401040954,9,54,2024-01-04 09:54:00
202401040955,9,55,2024-01-04 09:55:00
202401040956,9,56,2024-01-04 09:56:00
202401040957,9,57,2024-01-04 09:57:00
202401040958,9,58,2024-01-04 09:58:00
202401040959,9,59,2024-01-04 09:59:00
202401041000,10,0,2024-01-04 10:00:00
202401041001,10,1,2024-01-04 10:01:00
202401041002,10,2,2024-01-04 10:02:00
202401041003,10,3,2024-01-04 10:03:00
202401041004,10,4,2024-01-04 10:04:00
202401041005,10,5,2024-01-04 10:05:00
202401041006,10,6,2024-01-04 10:06:00
202401041007,10,7,2024-01-04 10:07:00
202401041008,10,8,2024-01-04 10:08:00
202401041009,10,9,2024-01-04 10:09:00
202401041010,10,10,2024-01-04 10:10:00
202401041011,10,11,2024-01-04 10:11:00
202401041012,10,12,2024-01-04 10:12:00
202401041013,10,13,2024-01-04 10:13:00
202401041014,10,14,2024-01-04 10:14:00
202401041015,10,15,2024-01-04 10:15:00
202401041016,10,16,2024-01-04 10:16:00
202401041017,10,17,2024-01-04 10:17:00
202401041018,10,18,2024-01-04 10:18:00
202401041019,10,19,2024-01-04 10:19:00
202401041020,10,20,2024-01-04 10:20:00
202401041021,10,21,2024-01-04 10:21:00
202401041022,10,22,2024-01-04 10:22:00
202401041023,10,23,2024-01-04 10:23:00
202401041024,10,24,2024-01-04 10:24:00
202401041025,10,25,2024-01-04 10:25:00
202401041026,10,26,2024-01-04 10:26:00
202401041027,10,27,2024-01-04 10:27:00
202401041028,10,28,2024-01-04 10:28:00
202401041029,10,29,2024-01-04 10:29:00
202401041030,10,30,2024-01-04 10:30:00
202401041031,10,31,2024-01-04 10:31:00
202401041032,10,32,2024-01-04 10:32:00
202401041033,10,33,2024-01-04 10:33:00
202401041034,10,34,2024-01-04 10:34:00
202401041035,10,35,2024-01-04 10:35:00
202401041036,10,36,2024-01-04 10:36:00
202401041037,10,37,2024-01-04 10:37:00
202401041038,10,38,2024-01-04 10:38:00
202401041039,10,39,2024-01-04 10:39:00
202401041040,10,40,2024-01-04 10:40:00
202401041041,10,41,2024-01-04 10:41:00
202401041042,10,42,2024-01-04 10:42:00
202401041043,10,43,2024-01-04 10:43:00
202401041044,10,44,2024-01-04 10:44:00
202401041045,10,45,2024-01-04 10:45:00
202401041046,10,46,2024-01-04 10:46:00
202401041047,10,47,2024-01-04 10:47:00
202401041048,10,48,2024-01-04 10:48:00
202401041049,10,49,2024-01-04 10:49:00
202401041050,10,50,2024-01-04 10:50:00
202401041051,10,51,2024-01-04 10:51:00
202401041052,10,52,2024-01-04 10:52:00
202401041053,10,53,2024-01-04 10:53:00
202401041054,10,54,2024-01-04 10:54:00
202401041055,10,55,2024-01-04 10:55:00
202401041056,10,56,2024-01-04 10:56:00
202401041057,10,57,2024-01-04 10:57:00
202401041058,10,58,2024-01-04 10:58:00
202401041059,10,59,2024-01-04 10:59:00
202401041100,11,0,2024-01-04 11:00:00
202401041101,11,1,2024-01-04 11:01:00
202401041102,11,2,2024-01-04 11:02:00
202401041103,11,3,2024-01-04 11:03:00
202401041104,11,4,2024-01-04 11:04:00
202401041105,11,5,2024-01-04 11:05:00
202401041106,11,6,2024-01-04 11:06:00
202401041107,11,7,2024-01-04 11:07:00
202401041108,11,8,2024-01-04 11:08:00
202401041109,11,9,2024-01-04 11:09:00
202401041110,11,10,2024-01-04 11:10:00
202401041111,11,11,2024-01-04 11:11:00
202401041112,11,12,2024-01-04 11:12:00
202401041113,11,13,2024-01-04 11:13:00
202401041114,11,14,2024-01-04 11:14:00
202401041115,11,15,2024-01-04 11:15:00
202401041116,11,16,2024-01-04 11:16:00
202401041117,11,17,2024-01-04 11:17:00
202401041118,11,18,2024-01-04 11:18:00
202401041119,11,19,2024-01-04 11:19:00
202401041120,11,20,2024-01-04 11:20:00
202401041121,11,21,2024-01-04 11:21:00
202401041122,11,22,2024-01-04 11:22:00
202401041123,11,23,2024-01-04 11:23:00
202401041124,11,24,2024-01-04 11:24:00
202401041125,11,25,2024-01-04 11:25:00
202401041126,11,26,2024-01-04 11:26:00
202401041127,11,27,2024-01-04 11:27:00
202401041128,11,28,2024-01-04 11:28:00
202401041129,11,29,2024-01-04 11:29:00
202401041130,11,30,2024-01-04 11:30:00
202401041301,13,1,2024-01-04 13:01:00
202401041302,13,2,2024-01-04 13:02:00
202401041303,13,3,2024-01-04 13:03:00
202401041304,13,4,2024-01-04 13:04:00
202401041305,13,5,2024-01-04 13:05:00
202401041306,13,6,2024-01-04 13:06:00
202401041307,13,7,2024-01-04 13:07:00
202401041308,13,8,2024-01-04 13:08:00
202401041309,13,9,2024-01-04 13:09:00
202401041310,13,10,2024-01-04 13:10:00
202401041311,13,11,2024-01-04 13:11:00
202401041312,13,12,2024-01-04 13:12:00
202401041313,13,13,2024-01-04 13:13:00
202401041314,13,14,2024-01-04 13:14:00
202401041315,13,15,2024-01-04 13:15:00
202401041316,13,16,2024-01-04 13:16:00
202401041317,13,17,2024-01-04 13:17:00
202401041318,13,18,2024-01-04 13:18:00
202401041319,13,19,2024-01-04 13:19:00
202401041320,13,20,2024-01-04 13:20:00
202401041321,13,21,2024-01-04 13:21:00
202401041322,13,22,2024-01-04 13:22:00
202401041323,13,23,2024-01-04 13:23:00
202401041324,13,24,2024-01-04 13:24:00
202401041325,13,25,2024-01-04 13:25:00
202401041326,13,26,2024-01-04 13:26:00
202401041327,13,27,2024-01-04 13:27:00
202401041328,13,28,2024-01-04 13:28:00
202401041329,13,29,2024-01-04 13:29:00
202401041330,13,30,2024-01-04 13:30:00
202401041331,13,31,2024-01-04 13:31:00
